Date,Close
2015-12-01,29.30785369873047
2015-12-02,29.130205154418945
2015-12-03,28.024337768554688
2015-12-04,28.210866928100586
2015-12-07,27.891098022460938
2015-12-08,27.589092254638672
2015-12-09,27.20713996887207
2015-12-10,27.13164520263672
2015-12-11,26.518747329711914
2015-12-14,26.443248748779297
2015-12-15,27.056140899658203
2015-12-16,27.402557373046875
2015-12-17,26.81631088256836
2015-12-18,25.888086318969727
2015-12-21,25.972471237182617
2015-12-22,26.32777214050293
2015-12-23,26.78966522216797
2015-12-24,26.727489471435547
2015-12-28,26.82075309753418
2015-12-29,27.06502342224121
2015-12-30,26.878490447998047
2015-12-31,26.603132247924805
2016-01-04,26.283363342285156
2016-01-05,26.247833251953125
2016-01-06,25.84811782836914
2016-01-07,25.408432006835938
2016-01-08,25.186368942260742
2016-01-11,25.350698471069336
2016-01-12,25.67046546936035
2016-01-13,25.275196075439453
2016-01-14,25.457290649414062
2016-01-15,25.141963958740234
2016-01-19,25.088659286499023
2016-01-20,24.67118263244629
2016-01-21,24.79110336303711
2016-01-22,25.43507957458496
2016-01-25,25.115310668945312
2016-01-26,25.546113967895508
2016-01-27,25.515026092529297
2016-01-28,25.896968841552734
2016-01-29,25.74152374267578
2016-02-01,25.097543716430664
2016-02-02,25.439523696899414
2016-02-03,25.457290649414062
2016-02-04,25.76817512512207
2016-02-05,25.852558135986328
2016-02-08,25.759294509887695
2016-02-09,25.728206634521484
2016-02-10,25.532791137695312
2016-02-11,24.87076187133789
2016-02-12,25.63567352294922
2016-02-16,26.00246810913086
2016-02-17,26.422950744628906
2016-02-18,26.463212966918945
2016-02-19,26.53477668762207
2016-02-22,26.704753875732422
2016-02-23,26.55714225769043
2016-02-24,26.67344856262207
2016-02-25,26.986562728881836
2016-02-26,26.914997100830078
2016-02-29,26.624244689941406
2016-03-01,27.317581176757812
2016-03-02,27.46966552734375
2016-03-03,27.277324676513672
2016-03-04,27.2996826171875
2016-03-07,27.08497428894043
2016-03-08,26.865787506103516
2016-03-09,27.031299591064453
2016-03-10,27.004457473754883
2016-03-11,27.85435676574707
2016-03-14,27.5770263671875
2016-03-15,27.53228759765625
2016-03-16,27.939348220825195
2016-03-17,28.355348587036133
2016-03-18,28.413503646850586
2016-03-21,28.3061466217041
2016-03-22,28.332984924316406
2016-03-23,28.359827041625977
2016-03-24,28.04670524597168
2016-03-28,28.25246810913086
2016-03-29,28.261417388916016
2016-03-30,28.50743865966797
2016-03-31,28.243526458740234
2016-04-01,28.6818904876709
2016-04-04,28.4448184967041
2016-04-05,28.50296401977539
2016-04-06,28.476131439208984
2016-04-07,28.180896759033203
2016-04-08,28.587955474853516
2016-04-11,28.64610481262207
2016-04-12,29.312610626220703
2016-04-13,29.724140167236328
2016-04-14,29.956741333007812
2016-04-15,29.916484832763672
2016-04-18,30.064102172851562
2016-04-19,30.220659255981445
2016-04-20,30.439847946166992
2016-04-21,30.14908790588379
2016-04-22,30.38169288635254
2016-04-25,30.359331130981445
2016-04-26,30.417478561401367
2016-04-27,31.007936477661133
2016-04-28,30.869264602661133
2016-04-29,30.85137939453125
2016-05-02,30.922945022583008
2016-05-03,30.85137939453125
2016-05-04,30.609825134277344
2016-05-05,30.712709426879883
2016-05-06,30.797698974609375
2016-05-09,30.70376205444336
2016-05-10,30.945316314697266
2016-05-11,30.757444381713867
2016-05-12,30.972150802612305
2016-05-13,30.806650161743164
2016-05-16,31.05864143371582
2016-05-17,30.797643661499023
2016-05-18,31.049638748168945
2016-05-19,30.869646072387695
2016-05-20,30.928150177001953
2016-05-23,30.824636459350586
2016-05-24,31.297134399414062
2016-05-25,31.432138442993164
2016-05-26,31.130640029907227
2016-05-27,31.3016357421875
2016-05-31,31.256637573242188
2016-06-01,31.234134674072266
2016-06-02,31.310638427734375
2016-06-03,31.10364532470703
2016-06-06,31.20713996887207
2016-06-07,31.189132690429688
2016-06-08,31.454639434814453
2016-06-09,31.364633560180664
2016-06-10,31.027137756347656
2016-06-13,30.766145706176758
2016-06-14,30.739137649536133
2016-06-15,30.671646118164062
2016-06-16,30.964143753051758
2016-06-17,30.95514488220215
2016-06-20,31.400636672973633
2016-06-21,31.747135162353516
2016-06-22,31.87763023376465
2016-06-23,32.296119689941406
2016-06-24,31.166637420654297
2016-06-27,30.298152923583984
2016-06-28,30.98214340209961
2016-06-29,31.5356388092041
2016-06-30,32.471622467041016
2016-07-01,32.62461471557617
2016-07-05,32.17462921142578
2016-07-06,32.494117736816406
2016-07-07,32.13862609863281
2016-07-08,32.62012481689453
2016-07-11,32.69662094116211
2016-07-12,32.93962097167969
2016-07-13,32.97562026977539
2016-07-14,33.16461944580078
2016-07-15,33.01162338256836
2016-07-18,32.944114685058594
2016-07-19,32.944114685058594
2016-07-20,33.052120208740234
2016-07-21,32.99812316894531
2016-07-22,33.07011795043945
2016-07-25,32.96211624145508
2016-07-26,33.160118103027344
2016-07-27,33.01162338256836
2016-07-28,32.99361801147461
2016-07-29,32.525630950927734
2016-08-01,32.21063232421875
2016-08-02,32.2286376953125
2016-08-03,32.386131286621094
2016-08-04,32.381622314453125
2016-08-05,32.8811149597168
2016-08-08,32.8856201171875
2016-08-09,32.89912414550781
2016-08-10,32.926116943359375
2016-08-11,32.8811149597168
2016-08-12,32.71012878417969
2016-08-15,32.70561599731445
2016-08-16,32.48961639404297
2016-08-17,32.70111846923828
2016-08-18,32.516632080078125
2016-08-19,32.79561233520508
2016-08-22,32.872554779052734
2016-08-23,32.93590545654297
2016-08-24,32.89970397949219
2016-08-25,33.03092575073242
2016-08-26,32.922332763671875
2016-08-29,33.35224914550781
2016-08-30,33.614715576171875
2016-08-31,33.5694694519043
2016-09-01,33.42918014526367
2016-09-02,33.483482360839844
2016-09-06,33.334144592285156
2016-09-07,33.27531051635742
2016-09-08,33.00831604003906
2016-09-09,32.76395034790039
2016-09-12,33.22553634643555
2016-09-13,32.50599670410156
2016-09-14,32.492408752441406
2016-09-15,32.736785888671875
2016-09-16,32.28425598144531
2016-09-19,32.59196853637695
2016-09-20,32.78657150268555
2016-09-21,33.261741638183594
2016-09-22,33.27079391479492
2016-09-23,32.91780090332031
2016-09-26,32.59196853637695
2016-09-27,32.77299499511719
2016-09-28,32.79561233520508
2016-09-29,32.38380432128906
2016-09-30,32.52409744262695
2016-10-03,32.38833236694336
2016-10-04,32.35665512084961
2016-10-05,32.53767776489258
2016-10-06,32.614601135253906
2016-10-07,32.30235290527344
2016-10-10,32.4381103515625
2016-10-11,32.121341705322266
2016-10-12,32.410972595214844
2016-10-13,31.95389747619629
2016-10-14,32.11227798461914
2016-10-17,31.95842933654785
2016-10-18,31.81360626220703
2016-10-19,31.922218322753906
2016-10-20,31.569242477416992
2016-10-21,31.397262573242188
2016-10-24,31.686891555786133
2016-10-25,31.514936447143555
2016-10-26,31.587345123291016
2016-10-27,31.772878646850586
2016-10-28,31.003557205200195
2016-10-31,31.16646957397461
2016-11-01,30.949260711669922
2016-11-02,30.949260711669922
2016-11-03,31.152894973754883
2016-11-04,31.026185989379883
2016-11-07,31.492305755615234
2016-11-08,31.718568801879883
2016-11-09,32.40190887451172
2016-11-10,33.148597717285156
2016-11-11,32.85897445678711
2016-11-14,32.90449905395508
2016-11-15,33.00465774536133
2016-11-16,32.699642181396484
2016-11-17,32.95458221435547
2016-11-18,33.00465774536133
2016-11-21,32.61770248413086
2016-11-22,32.40373992919922
2016-11-23,32.604042053222656
2016-11-25,32.654117584228516
2016-11-28,32.3172492980957
2016-11-29,32.44926071166992
2016-11-30,32.49478530883789
2016-12-01,32.08507537841797
2016-12-02,31.08811378479004
2016-12-05,31.270200729370117
2016-12-06,31.22012710571289
2016-12-07,31.6207332611084
2016-12-08,31.69356918334961
2016-12-09,31.438636779785156
2016-12-12,31.39311408996582
2016-12-13,31.857454299926758
2016-12-14,31.739093780517578
2016-12-15,31.53424072265625
2016-12-16,31.59796905517578
2016-12-19,31.770959854125977
2016-12-20,31.802825927734375
2016-12-21,32.003135681152344
2016-12-22,32.03955078125
2016-12-23,31.934843063354492
2016-12-27,32.04865264892578
2016-12-28,31.7755126953125
2016-12-29,31.789175033569336
2016-12-30,31.684463500976562
2017-01-03,31.761857986450195
2017-01-04,32.05320358276367
2017-01-05,31.843801498413086
2017-01-06,31.95305824279785
2017-01-09,31.648048400878906
2017-01-10,31.607070922851562
2017-01-11,31.802825927734375
2017-01-12,31.670804977416992
2017-01-13,31.702678680419922
2017-01-17,31.811933517456055
2017-01-18,31.852903366088867
2017-01-19,31.6207332611084
2017-01-20,31.902978897094727
2017-01-23,31.57065200805664
2017-01-24,31.784618377685547
2017-01-25,32.07596969604492
2017-01-26,32.12149429321289
2017-01-27,31.98946762084961
2017-01-30,32.02589416503906
2017-01-31,31.86200523376465
2017-02-01,30.564586639404297
2017-02-02,30.878698348999023
2017-02-03,31.233779907226562
2017-02-06,31.379465103149414
2017-02-07,31.39767074584961
2017-02-08,31.702678680419922
2017-02-09,31.821043014526367
2017-02-10,31.857454299926758
2017-02-13,32.51246643066406
2017-02-14,32.539947509765625
2017-02-15,32.521629333496094
2017-02-16,32.60865783691406
2017-02-17,32.56743621826172
2017-02-21,32.71400833129883
2017-02-22,32.59491729736328
2017-02-23,32.8514289855957
2017-02-24,32.84684371948242
2017-02-27,33.13084411621094
2017-02-28,33.13999938964844
2017-03-01,33.42856979370117
2017-03-02,33.06670379638672
2017-03-03,33.10335159301758
2017-03-06,33.06670379638672
2017-03-07,32.9567756652832
2017-03-08,32.929290771484375
2017-03-09,33.02090072631836
2017-03-10,32.98884201049805
2017-03-13,33.00258255004883
2017-03-14,32.90637969970703
2017-03-15,33.13999938964844
2017-03-16,33.16291046142578
2017-03-17,33.22245788574219
2017-03-20,33.08961486816406
2017-03-21,32.70943069458008
2017-03-22,32.81478500366211
2017-03-23,32.97968292236328
2017-03-24,32.97509765625
2017-03-27,32.90637969970703
2017-03-28,33.12168502807617
2017-03-29,32.78730010986328
2017-03-30,33.12625503540039
2017-03-31,33.17205810546875
2017-04-03,33.28199768066406
2017-04-04,33.25909423828125
2017-04-05,33.06670379638672
2017-04-06,33.414825439453125
2017-04-07,33.39192199707031
2017-04-10,33.689659118652344
2017-04-11,33.781272888183594
2017-04-12,33.59804916381836
2017-04-13,33.4377326965332
2017-04-17,33.68049621582031
2017-04-18,33.8408088684082
2017-04-19,33.69882583618164
2017-04-20,33.97364807128906
2017-04-21,33.891197204589844
2017-04-24,34.19351577758789
2017-04-25,34.35842514038086
2017-04-26,34.26222229003906
2017-04-27,34.376747131347656
2017-04-28,34.298866271972656
2017-05-01,34.097328186035156
2017-05-02,34.36299514770508
2017-05-03,34.24390411376953
2017-05-04,34.074424743652344
2017-05-05,34.05610275268555
2017-05-08,34.04694366455078
2017-05-09,33.8316535949707
2017-05-10,34.09273910522461
2017-05-11,33.87746047973633
2017-05-12,33.63469314575195
2017-05-15,33.7721061706543
2017-05-16,33.77669143676758
2017-05-17,33.72172164916992
2017-05-18,33.76753234863281
2017-05-19,33.83623504638672
2017-05-22,34.04817199707031
2017-05-23,34.15414810180664
2017-05-24,34.015926361083984
2017-05-25,34.421363830566406
2017-05-26,34.481258392333984
2017-05-30,34.61948013305664
2017-05-31,34.73004913330078
2017-06-01,34.98346710205078
2017-06-02,34.98346710205078
2017-06-05,34.90513610839844
2017-06-06,34.458229064941406
2017-06-07,34.522727966308594
2017-06-08,34.647125244140625
2017-06-09,35.93717956542969
2017-06-12,35.762107849121094
2017-06-13,35.891109466552734
2017-06-14,35.983245849609375
2017-06-15,35.845035552978516
2017-06-16,36.11225891113281
2017-06-19,36.517704010009766
2017-06-20,36.2642936706543
2017-06-21,35.9233512878418
2017-06-22,35.623878479003906
2017-06-23,35.75288772583008
2017-06-26,35.71141815185547
2017-06-27,35.831214904785156
2017-06-28,36.08000946044922
2017-06-29,35.75288772583008
2017-06-30,35.78974914550781
2017-07-03,36.13068389892578
2017-07-05,36.075401306152344
2017-07-06,35.72064208984375
2017-07-07,35.92797088623047
2017-07-10,35.77592468261719
2017-07-11,35.77131271362305
2017-07-12,35.77592468261719
2017-07-13,35.891109466552734
2017-07-14,35.877281188964844
2017-07-17,35.82199478149414
2017-07-18,35.877281188964844
2017-07-19,35.886505126953125
2017-07-20,35.78974914550781
2017-07-21,35.73906707763672
2017-07-24,35.762107849121094
2017-07-25,35.964820861816406
2017-07-26,35.6377067565918
2017-07-27,35.531734466552734
2017-07-28,36.572994232177734
2017-07-31,36.74345779418945
2017-08-01,37.268699645996094
2017-08-02,37.393096923828125
2017-08-03,37.30556106567383
2017-08-04,37.393096923828125
2017-08-07,37.365447998046875
2017-08-08,37.429962158203125
2017-08-09,37.67414474487305
2017-08-10,37.23644256591797
2017-08-11,37.204193115234375
2017-08-14,37.43456268310547
2017-08-15,37.439170837402344
2017-08-16,37.23644256591797
2017-08-17,36.78032302856445
2017-08-18,36.7849235534668
2017-08-21,36.923892974853516
2017-08-22,37.13697814941406
2017-08-23,37.08602523803711
2017-08-24,37.2388916015625
2017-08-25,37.479774475097656
2017-08-28,37.42881393432617
2017-08-29,37.850345611572266
2017-08-30,38.012481689453125
2017-08-31,38.239463806152344
2017-09-01,38.40159225463867
2017-09-05,37.762332916259766
2017-09-06,37.83645248413086
2017-09-07,37.31300354003906
2017-09-08,37.60483932495117
2017-09-11,38.20240020751953
2017-09-12,38.09585952758789
2017-09-13,38.00321578979492
2017-09-14,38.035640716552734
2017-09-15,38.359901428222656
2017-09-18,38.517398834228516
2017-09-19,38.74437713623047
2017-09-20,38.874088287353516
2017-09-21,38.73975372314453
2017-09-22,38.88335418701172
2017-09-25,39.031585693359375
2017-09-26,38.698055267333984
2017-09-27,38.809242248535156
2017-09-28,38.123661041259766
2017-09-29,37.70211410522461
2017-10-02,37.970787048339844
2017-10-03,38.091224670410156
2017-10-04,38.040279388427734
2017-10-05,38.211669921875
2017-10-06,38.10976028442383
2017-10-09,38.253353118896484
2017-10-10,38.73512268066406
2017-10-11,38.855560302734375
2017-10-12,38.88335418701172
2017-10-13,38.9157829284668
2017-10-16,38.99452209472656
2017-10-17,38.79996871948242
2017-10-18,38.79996871948242
2017-10-19,39.11959457397461
2017-10-20,38.8416633605957
2017-10-23,39.05937957763672
2017-10-24,39.17055130004883
2017-10-25,38.94356155395508
2017-10-26,38.73975372314453
2017-10-27,38.88335418701172
2017-10-30,38.832393646240234
2017-10-31,38.86018371582031
2017-11-01,39.045475006103516
2017-11-02,39.101070404052734
2017-11-03,38.90188217163086
2017-11-06,39.1751823425293
2017-11-07,38.82312774658203
2017-11-08,38.9065055847168
2017-11-09,38.948204040527344
2017-11-10,38.651737213134766
2017-11-13,39.096435546875
2017-11-14,39.245460510253906
2017-11-15,39.32463073730469
2017-11-16,39.26409149169922
2017-11-17,39.04985809326172
